# L TT EE BB TE PP
2.57000000e+02 7.16637088e-10 4.05123714e-13 3.21086729e-15 1.00142157e-11 4.42793984e-08
2.58000000e+02 7.13740205e-10 4.18294707e-13 3.23437728e-15 1.02200053e-11 4.40925786e-08
2.59000000e+02 7.10777883e-10 4.31769651e-13 3.25785294e-15 1.04237795e-11 4.39070099e-08
2.60000000e+02 7.07753133e-10 4.45547463e-13 3.28129175e-15 1.06252393e-11 4.37227027e-08
2.61000000e+02 7.04665968e-10 4.59628062e-13 3.30469125e-15 1.08244855e-11 4.35396261e-08
2.62000000e+02 7.01519396e-10 4.74011366e-13 3.32804901e-15 1.10213192e-11 4.33577904e-08
2.63000000e+02 6.98314429e-10 4.88697296e-13 3.35136269e-15 1.12157413e-11 4.31771648e-08
2.64000000e+02 6.95052074e-10 5.03684770e-13 3.37462998e-15 1.14075529e-11 4.29977492e-08
2.65000000e+02 6.91732340e-10 5.18971712e-13 3.39784864e-15 1.15968550e-11 4.28195333e-08
2.66000000e+02 6.88356237e-10 5.34557041e-13 3.42101648e-15 1.17833487e-11 4.26425120e-08
2.67000000e+02 6.84925770e-10 5.50438683e-13 3.44413138e-15 1.19669350e-11 4.24666647e-08
2.68000000e+02 6.81440947e-10 5.66615560e-13 3.46719128e-15 1.21477150e-11 4.22919864e-08
2.69000000e+02 6.77901775e-10 5.83086599e-13 3.49019416e-15 1.23253899e-11 4.21184567e-08
2.70000000e+02 6.74309258e-10 5.99848725e-13 3.51313810e-15 1.25000607e-11 4.19460854e-08
2.71000000e+02 6.70666403e-10 6.16900867e-13 3.53602121e-15 1.26714286e-11 4.17748422e-08
2.72000000e+02 6.66972214e-10 6.34240953e-13 3.55884166e-15 1.28395948e-11 4.16047269e-08
2.73000000e+02 6.63230694e-10 6.51863914e-13 3.58159771e-15 1.30043605e-11 4.14357439e-08
2.74000000e+02 6.59440849e-10 6.69769682e-13 3.60428766e-15 1.31658268e-11 4.12678437e-08
2.75000000e+02 6.55604679e-10 6.87954191e-13 3.62690986e-15 1.33236949e-11 4.11010504e-08
2.76000000e+02 6.51725189e-10 7.06415375e-13 3.64946274e-15 1.34780662e-11 4.09353438e-08
2.77000000e+02 6.47802379e-10 7.25150172e-13 3.67194478e-15 1.36287418e-11 4.07707041e-08
2.78000000e+02 6.43837252e-10 7.44155521e-13 3.69435451e-15 1.37756230e-11 4.06071356e-08
2.79000000e+02 6.39831809e-10 7.63426362e-13 3.71669053e-15 1.39188110e-11 4.04446184e-08
2.80000000e+02 6.35788050e-10 7.82958637e-13 3.73895149e-15 1.40581072e-11 4.02831375e-08
2.81000000e+02 6.31705976e-10 8.02750291e-13 3.76113608e-15 1.41935128e-11 4.01227017e-08
2.82000000e+02 6.27587587e-10 8.22795271e-13 3.78324306e-15 1.43249291e-11 3.99632818e-08
2.83000000e+02 6.23434882e-10 8.43090524e-13 3.80527124e-15 1.44522575e-11 3.98048818e-08
2.84000000e+02 6.19247859e-10 8.63632003e-13 3.82721946e-15 1.45753992e-11 3.96474726e-08
2.85000000e+02 6.15028519e-10 8.84414661e-13 3.84908664e-15 1.46943557e-11 3.94910676e-08
2.86000000e+02 6.10777860e-10 9.05434452e-13 3.87087172e-15 1.48091282e-11 3.93356423e-08
2.87000000e+02 6.06498880e-10 9.26684334e-13 3.89257369e-15 1.49196182e-11 3.91811866e-08
2.88000000e+02 6.02191576e-10 9.48161269e-13 3.91419161e-15 1.50256269e-11 3.90276857e-08
2.89000000e+02 5.97856948e-10 9.69859218e-13 3.93572456e-15 1.51273557e-11 3.88751386e-08
2.90000000e+02 5.93497991e-10 9.91773148e-13 3.95717166e-15 1.52245061e-11 3.87235399e-08
2.91000000e+02 5.89115704e-10 1.01390003e-12 3.97853209e-15 1.53171794e-11 3.85728699e-08
2.92000000e+02 5.84710084e-10 1.03622182e-12 3.99980507e-15 1.54052769e-11 3.84231140e-08
2.93000000e+02 5.80283128e-10 1.05874852e-12 4.02098985e-15 1.54888002e-11 3.82742757e-08
2.94000000e+02 5.75836833e-10 1.08147008e-12 4.04208572e-15 1.55675505e-11 3.81263356e-08
2.95000000e+02 5.71371195e-10 1.10436649e-12 4.06309202e-15 1.56416292e-11 3.79792792e-08
2.96000000e+02 5.66888211e-10 1.12744773e-12 4.08400814e-15 1.57109379e-11 3.78331096e-08
2.97000000e+02 5.62387877e-10 1.15069379e-12 4.10483349e-15 1.57752778e-11 3.76877989e-08
2.98000000e+02 5.57873190e-10 1.17410465e-12 4.12556753e-15 1.58347503e-11 3.75433591e-08
2.99000000e+02 5.53345146e-10 1.19767031e-12 4.14620977e-15 1.58893569e-11 3.73997667e-08
3.00000000e+02 5.48804741e-10 1.22138076e-12 4.16675975e-15 1.59389990e-11 3.72570026e-08
3.01000000e+02 5.44253970e-10 1.24524601e-12 4.18721706e-15 1.59836779e-11 3.71150752e-08
3.02000000e+02 5.39694822e-10 1.26923609e-12 4.20758134e-15 1.60233948e-11 3.69739690e-08
3.03000000e+02 5.35128287e-10 1.29336105e-12 4.22785226e-15 1.60581507e-11 3.68336739e-08
3.04000000e+02 5.30556354e-10 1.31761092e-12 4.24802956e-15 1.60879468e-11 3.66941971e-08
3.05000000e+02 5.25981010e-10 1.34197577e-12 4.26811301e-15 1.61126842e-11 3.65555242e-08
3.06000000e+02 5.21402245e-10 1.36645564e-12 4.28810243e-15 1.61323640e-11 3.64176492e-08
3.07000000e+02 5.16823045e-10 1.39103060e-12 4.30799770e-15 1.61469872e-11 3.62805578e-08
3.08000000e+02 5.12244401e-10 1.41570070e-12 4.32779875e-15 1.61565550e-11 3.61442657e-08
3.09000000e+02 5.07667298e-10 1.44045601e-12 4.34750557e-15 1.61610684e-11 3.60087541e-08
3.10000000e+02 5.03091725e-10 1.46527660e-12 4.36711820e-15 1.61605285e-11 3.58740088e-08
3.11000000e+02 4.98521670e-10 1.49017254e-12 4.38663675e-15 1.61547362e-11 3.57400410e-08
3.12000000e+02 4.93956120e-10 1.51512390e-12 4.40606138e-15 1.61438927e-11 3.56068364e-08
3.13000000e+02 4.89398061e-10 1.54013077e-12 4.42539232e-15 1.61278990e-11 3.54743892e-08
3.14000000e+02 4.84848482e-10 1.56517323e-12 4.44462986e-15 1.61067560e-11 3.53426851e-08
3.15000000e+02 4.80307367e-10 1.59024136e-12 4.46377437e-15 1.60804647e-11 3.52117436e-08
3.16000000e+02 4.75777704e-10 1.61534526e-12 4.48282627e-15 1.60490262e-11 3.50815254e-08
3.17000000e+02 4.71260478e-10 1.64045501e-12 4.50178608e-15 1.60125414e-11 3.49520456e-08
3.18000000e+02 4.66757675e-10 1.66557073e-12 4.52065437e-15 1.59709111e-11 3.48233026e-08
3.19000000e+02 4.62269280e-10 1.69068250e-12 4.53943179e-15 1.59241364e-11 3.46952821e-08
3.20000000e+02 4.57796278e-10 1.71579044e-12 4.55811908e-15 1.58723181e-11 3.45679702e-08
3.21000000e+02 4.53342654e-10 1.74087465e-12 4.57671704e-15 1.58154571e-11 3.44413776e-08
3.22000000e+02 4.48906392e-10 1.76592526e-12 4.59522656e-15 1.57534543e-11 3.43154902e-08
3.23000000e+02 4.44491476e-10 1.79093237e-12 4.61364862e-15 1.56864104e-11 3.41902942e-08
3.24000000e+02 4.40096889e-10 1.81588610e-12 4.63198425e-15 1.56144263e-11 3.40658000e-08
3.25000000e+02 4.35725614e-10 1.84078659e-12 4.65023461e-15 1.55374028e-11 3.39419856e-08
3.26000000e+02 4.31377633e-10 1.86562397e-12 4.66840090e-15 1.54554406e-11 3.38188615e-08
3.27000000e+02 4.27054929e-10 1.89037835e-12 4.68648444e-15 1.53684405e-11 3.36964056e-08
3.28000000e+02 4.22758484e-10 1.91503989e-12 4.70448660e-15 1.52765031e-11 3.35746284e-08
3.29000000e+02 4.18489278e-10 1.93960872e-12 4.72240885e-15 1.51798291e-11 3.34535079e-08
3.30000000e+02 4.14249293e-10 1.96406499e-12 4.74025276e-15 1.50782191e-11 3.33330545e-08
3.31000000e+02 4.10038509e-10 1.98840884e-12 4.75801996e-15 1.49717739e-11 3.32132503e-08
3.32000000e+02 4.05858905e-10 2.01263043e-12 4.77571216e-15 1.48604938e-11 3.30940935e-08
3.33000000e+02 4.01710462e-10 2.03670992e-12 4.79333117e-15 1.47445796e-11 3.29755785e-08
3.34000000e+02 3.97595159e-10 2.06064745e-12 4.81087886e-15 1.46239316e-11 3.28576994e-08
3.35000000e+02 3.93514973e-10 2.08442321e-12 4.82835720e-15 1.44986505e-11 3.27404504e-08
3.36000000e+02 3.89469885e-10 2.10803734e-12 4.84576822e-15 1.43687365e-11 3.26238181e-08
3.37000000e+02 3.85460870e-10 2.13148003e-12 4.86311402e-15 1.42343902e-11 3.25078121e-08
3.38000000e+02 3.81488908e-10 2.15474145e-12 4.88039679e-15 1.40955120e-11 3.23924113e-08
3.39000000e+02 3.77555976e-10 2.17781178e-12 4.89761878e-15 1.39523020e-11 3.22776252e-08
3.40000000e+02 3.73663050e-10 2.20069120e-12 4.91478229e-15 1.38047607e-11 3.21634366e-08
3.41000000e+02 3.69810107e-10 2.22334989e-12 4.93188971e-15 1.36528884e-11 3.20498436e-08
3.42000000e+02 3.65998124e-10 2.24578804e-12 4.94894348e-15 1.34966851e-11 3.19368403e-08
3.43000000e+02 3.62228077e-10 2.26799584e-12 4.96594609e-15 1.33363512e-11 3.18244211e-08
3.44000000e+02 3.58499942e-10 2.28995350e-12 4.98290010e-15 1.31717868e-11 3.17125725e-08
3.45000000e+02 3.54814694e-10 2.31166120e-12 4.99980811e-15 1.30030919e-11 3.16013040e-08
3.46000000e+02 3.51173310e-10 2.33309915e-12 5.01667277e-15 1.28302667e-11 3.14906022e-08
3.47000000e+02 3.47575765e-10 2.35426755e-12 5.03349675e-15 1.26534112e-11 3.13804577e-08
3.48000000e+02 3.44023034e-10 2.37513662e-12 5.05028281e-15 1.24725253e-11 3.12708609e-08
3.49000000e+02 3.40517093e-10 2.39572656e-12 5.06703370e-15 1.22879090e-11 3.11618210e-08
3.50000000e+02 3.37057918e-10 2.41601758e-12 5.08375222e-15 1.20994621e-11 3.10533175e-08
3.51000000e+02 3.33647484e-10 2.43600990e-12 5.10044119e-15 1.19073847e-11 3.09453597e-08
3.52000000e+02 3.30286772e-10 2.45569367e-12 5.11710347e-15 1.17117770e-11 3.08379330e-08
3.53000000e+02 3.26975762e-10 2.47505905e-12 5.13374192e-15 1.15126391e-11 3.07310379e-08
3.54000000e+02 3.23715435e-10 2.49410619e-12 5.15035944e-15 1.13102715e-11 3.06246714e-08
3.55000000e+02 3.20507772e-10 2.51281526e-12 5.16695892e-15 1.11045741e-11 3.05188266e-08
3.56000000e+02 3.17351754e-10 2.53118640e-12 5.18354327e-15 1.08956472e-11 3.04135039e-08
3.57000000e+02 3.14248362e-10 2.54920979e-12 5.20011541e-15 1.06835908e-11 3.03087004e-08
3.58000000e+02 3.11198579e-10 2.56687559e-12 5.21667826e-15 1.04685050e-11 3.02044056e-08
3.59000000e+02 3.08202385e-10 2.58416397e-12 5.23323473e-15 1.02503898e-11 3.01006307e-08
3.60000000e+02 3.05259763e-10 2.60107509e-12 5.24978774e-15 1.00294451e-11 2.99973619e-08
3.61000000e+02 3.02371696e-10 2.61759913e-12 5.26634021e-15 9.80553089e-12 2.98945925e-08
3.62000000e+02 2.99538167e-10 2.63372626e-12 5.28289502e-15 9.57889697e-12 2.97923336e-08
3.63000000e+02 2.96761157e-10 2.64944665e-12 5.29945508e-15 9.34962318e-12 2.96905713e-08
3.64000000e+02 2.94038652e-10 2.66476048e-12 5.31602326e-15 9.11779928e-12 2.95893061e-08
3.65000000e+02 2.91373634e-10 2.67965793e-12 5.33260243e-15 8.88353500e-12 2.94885278e-08
3.66000000e+02 2.88765089e-10 2.69412918e-12 5.34919542e-15 8.64694002e-12 2.93882508e-08
3.67000000e+02 2.86214001e-10 2.70817439e-12 5.36580507e-15 8.40810396e-12 2.92884475e-08
3.68000000e+02 2.83720354e-10 2.72177376e-12 5.38243418e-15 8.16714641e-12 2.91891356e-08
3.69000000e+02 2.81284136e-10 2.73494747e-12 5.39908555e-15 7.92416692e-12 2.90903017e-08
3.70000000e+02 2.78907331e-10 2.74765569e-12 5.41576193e-15 7.67925497e-12 2.89919461e-08
3.71000000e+02 2.76587926e-10 2.75992862e-12 5.43246607e-15 7.43253001e-12 2.88940655e-08
3.72000000e+02 2.74327908e-10 2.77172642e-12 5.44920069e-15 7.18408145e-12 2.87966535e-08
3.73000000e+02 2.72126264e-10 2.78306929e-12 5.46596848e-15 6.93401863e-12 2.86997102e-08
3.74000000e+02 2.69983983e-10 2.79394740e-12 5.48277211e-15 6.68245088e-12 2.86032259e-08
3.75000000e+02 2.67900051e-10 2.80435095e-12 5.49961425e-15 6.42945744e-12 2.85072144e-08
3.76000000e+02 2.65875459e-10 2.81427011e-12 5.51649749e-15 6.17515754e-12 2.84116487e-08
3.77000000e+02 2.63911194e-10 2.82370507e-12 5.53342446e-15 5.91964036e-12 2.83165461e-08
3.78000000e+02 2.62005246e-10 2.83264600e-12 5.55039772e-15 5.66300501e-12 2.82218933e-08
3.79000000e+02 2.60159605e-10 2.84108309e-12 5.56741983e-15 5.40536059e-12 2.81276905e-08
3.80000000e+02 2.58374261e-10 2.84901653e-12 5.58449332e-15 5.14680614e-12 2.80339279e-08
3.81000000e+02 2.56648205e-10 2.85644648e-12 5.60162070e-15 4.88743064e-12 2.79406125e-08
3.82000000e+02 2.54982428e-10 2.86334313e-12 5.61880446e-15 4.62734305e-12 2.78477377e-08
3.83000000e+02 2.53376920e-10 2.86973666e-12 5.63604707e-15 4.36665228e-12 2.77552937e-08
3.84000000e+02 2.51830673e-10 2.87560723e-12 5.65335097e-15 4.10547719e-12 2.76632875e-08
3.85000000e+02 2.50343679e-10 2.88095504e-12 5.67071859e-15 3.84391661e-12 2.75717158e-08
3.86000000e+02 2.48916931e-10 2.88579024e-12 5.68815234e-15 3.58209932e-12 2.74805591e-08
3.87000000e+02 2.47550420e-10 2.89010301e-12 5.70565461e-15 3.32012405e-12 2.73898339e-08
3.88000000e+02 2.46242139e-10 2.89390353e-12 5.72322778e-15 3.05810950e-12 2.72995273e-08
3.89000000e+02 2.44993082e-10 2.89718194e-12 5.74087418e-15 2.79616433e-12 2.72096395e-08
3.90000000e+02 2.43803241e-10 2.89993843e-12 5.75859617e-15 2.53439716e-12 2.71201608e-08
3.91000000e+02 2.42672609e-10 2.90217315e-12 5.77639606e-15 2.27291657e-12 2.70310979e-08
3.92000000e+02 2.41599181e-10 2.90387626e-12 5.79427615e-15 2.01183110e-12 2.69424474e-08
3.93000000e+02 2.40584951e-10 2.90505792e-12 5.81223872e-15 1.75123924e-12 2.68541905e-08
3.94000000e+02 2.39627911e-10 2.90570828e-12 5.83028604e-15 1.49123948e-12 2.67663430e-08
3.95000000e+02 2.38728058e-10 2.90581749e-12 5.84842036e-15 1.23195022e-12 2.66788923e-08
3.96000000e+02 2.37885384e-10 2.90540571e-12 5.86664389e-15 9.73468878e-13 2.65918321e-08
3.97000000e+02 2.37098884e-10 2.90445307e-12 5.88495885e-15 7.15901801e-13 2.65051720e-08
3.98000000e+02 2.36369554e-10 2.90296971e-12 5.90336743e-15 4.59348316e-13 2.64188993e-08
3.99000000e+02 2.35696389e-10 2.90094578e-12 5.92187178e-15 2.03912716e-13 2.63330110e-08
4.00000000e+02 2.35079383e-10 2.89840140e-12 5.94047404e-15 -5.03033390e-14 2.62475071e-08
4.01000000e+02 2.34518531e-10 2.89531672e-12 5.95917633e-15 -3.03198897e-13 2.61623784e-08
4.02000000e+02 2.34012827e-10 2.89170191e-12 5.97798074e-15 -5.54670948e-13 2.60776324e-08
4.03000000e+02 2.33562264e-10 2.88756715e-12 5.99688931e-15 -8.04620187e-13 2.59932612e-08
4.04000000e+02 2.33166835e-10 2.88290262e-12 6.01590407e-15 -1.05294094e-12 2.59092663e-08
4.05000000e+02 2.32824532e-10 2.87770849e-12 6.03502701e-15 -1.29953355e-12 2.58256459e-08
4.06000000e+02 2.32535350e-10 2.87200492e-12 6.05426009e-15 -1.54430741e-12 2.57423955e-08
4.07000000e+02 2.32299282e-10 2.86578208e-12 6.07360522e-15 -1.78714490e-12 2.56595133e-08
4.08000000e+02 2.32115323e-10 2.85903012e-12 6.09306428e-15 -2.02794847e-12 2.55769946e-08
4.09000000e+02 2.31981468e-10 2.85177921e-12 6.11263908e-15 -2.26662054e-12 2.54948500e-08
4.10000000e+02 2.31899709e-10 2.84401947e-12 6.13233142e-15 -2.50305360e-12 2.54130687e-08
4.11000000e+02 2.31866044e-10 2.83575107e-12 6.15214302e-15 -2.73718013e-12 2.53316491e-08
4.12000000e+02 2.31882468e-10 2.82698413e-12 6.17207555e-15 -2.96889264e-12 2.52505924e-08
4.13000000e+02 2.31947976e-10 2.81771878e-12 6.19213064e-15 -3.19812366e-12 2.51698911e-08
4.14000000e+02 2.32061564e-10 2.80796515e-12 6.21230984e-15 -3.42477571e-12 2.50895525e-08
4.15000000e+02 2.32221230e-10 2.79773337e-12 6.23261465e-15 -3.64877137e-12 2.50095749e-08
4.16000000e+02 2.32428970e-10 2.78701353e-12 6.25304649e-15 -3.87003320e-12 2.49299418e-08
4.17000000e+02 2.32681783e-10 2.77582576e-12 6.27360672e-15 -4.08845378e-12 2.48506694e-08
4.18000000e+02 2.32980667e-10 2.76417015e-12 6.29429662e-15 -4.30396570e-12 2.47717412e-08
4.19000000e+02 2.33323619e-10 2.75204680e-12 6.31511741e-15 -4.51647157e-12 2.46931733e-08
4.20000000e+02 2.33711640e-10 2.73945580e-12 6.33607019e-15 -4.72589400e-12 2.46149463e-08
4.21000000e+02 2.34142730e-10 2.72641722e-12 6.35715603e-15 -4.93214561e-12 2.45370616e-08
4.22000000e+02 2.34615888e-10 2.71292116e-12 6.37837589e-15 -5.13512902e-12 2.44595292e-08
4.23000000e+02 2.35132117e-10 2.69896766e-12 6.39973062e-15 -5.33476686e-12 2.43823388e-08
4.24000000e+02 2.35689417e-10 2.68457681e-12 6.42122102e-15 -5.53098175e-12 2.43054886e-08
4.25000000e+02 2.36286791e-10 2.66974864e-12 6.44284778e-15 -5.72369634e-12 2.42289799e-08
4.26000000e+02 2.36924242e-10 2.65449322e-12 6.46461149e-15 -5.91287325e-12 2.41528110e-08
4.27000000e+02 2.37598774e-10 2.63883059e-12 6.48651264e-15 -6.09844512e-12 2.40769718e-08
4.28000000e+02 2.38312391e-10 2.62277077e-12 6.50855164e-15 -6.28035456e-12 2.40014776e-08
4.29000000e+02 2.39061098e-10 2.60631379e-12 6.53072879e-15 -6.45855422e-12 2.39263099e-08
4.30000000e+02 2.39844902e-10 2.58946968e-12 6.55304428e-15 -6.63296670e-12 2.38514697e-08
4.31000000e+02 2.40663808e-10 2.57226845e-12 6.57549823e-15 -6.80355461e-12 2.37769668e-08
4.32000000e+02 2.41515824e-10 2.55470010e-12 6.59809061e-15 -6.97026057e-12 2.37027910e-08
4.33000000e+02 2.42401958e-10 2.53677463e-12 6.62082132e-15 -7.13300716e-12 2.36289407e-08
4.34000000e+02 2.43319218e-10 2.51851203e-12 6.64369016e-15 -7.29175697e-12 2.35554198e-08
4.35000000e+02 2.44268614e-10 2.49990227e-12 6.66669680e-15 -7.44643257e-12 2.34822128e-08
4.36000000e+02 2.45249156e-10 2.48096534e-12 6.68984084e-15 -7.59698651e-12 2.34093347e-08
4.37000000e+02 2.46259856e-10 2.46170121e-12 6.71312175e-15 -7.74336134e-12 2.33367755e-08
4.38000000e+02 2.47299723e-10 2.44212982e-12 6.73653891e-15 -7.88549958e-12 2.32645336e-08
4.39000000e+02 2.48368771e-10 2.42225112e-12 6.76009161e-15 -8.02334375e-12 2.31926073e-08
4.40000000e+02 2.49465013e-10 2.40207507e-12 6.78377901e-15 -8.15686632e-12 2.31209978e-08
4.41000000e+02 2.50587461e-10 2.38162159e-12 6.80760021e-15 -8.28601976e-12 2.30497034e-08
4.42000000e+02 2.51734130e-10 2.36089062e-12 6.83155419e-15 -8.41076653e-12 2.29787198e-08
4.43000000e+02 2.52905035e-10 2.33990205e-12 6.85563984e-15 -8.53104905e-12 2.29080452e-08
4.44000000e+02 2.54098191e-10 2.31866582e-12 6.87985597e-15 -8.64683971e-12 2.28376780e-08
4.45000000e+02 2.55312614e-10 2.29718182e-12 6.90420128e-15 -8.75810088e-12 2.27676194e-08
4.46000000e+02 2.56547319e-10 2.27547993e-12 6.92867439e-15 -8.86479492e-12 2.26978676e-08
4.47000000e+02 2.57801325e-10 2.25356005e-12 6.95327385e-15 -8.96692413e-12 2.26284130e-08
4.48000000e+02 2.59075648e-10 2.23144205e-12 6.97799811e-15 -9.06446081e-12 2.25592700e-08
4.49000000e+02 2.60368307e-10 2.20913579e-12 7.00284554e-15 -9.15738721e-12 2.24904209e-08
4.50000000e+02 2.61678319e-10 2.18664115e-12 7.02781445e-15 -9.24569556e-12 2.24218668e-08
4.51000000e+02 2.63005703e-10 2.16398796e-12 7.05290305e-15 -9.32936799e-12 2.23536166e-08
4.52000000e+02 2.64350477e-10 2.14117605e-12 7.07810951e-15 -9.40837645e-12 2.22856611e-08
4.53000000e+02 2.65709660e-10 2.11822525e-12 7.10343190e-15 -9.48270276e-12 2.22179987e-08
4.54000000e+02 2.67083271e-10 2.09514534e-12 7.12886824e-15 -9.55231873e-12 2.21506281e-08
4.55000000e+02 2.68469329e-10 2.07194615e-12 7.15441648e-15 -9.61720614e-12 2.20835531e-08
4.56000000e+02 2.69866854e-10 2.04863746e-12 7.18007453e-15 -9.67733670e-12 2.20167593e-08
4.57000000e+02 2.71274865e-10 2.02522904e-12 7.20584022e-15 -9.73269211e-12 2.19502609e-08
4.58000000e+02 2.72691382e-10 2.00174068e-12 7.23171132e-15 -9.78323400e-12 2.18840487e-08
4.59000000e+02 2.74114425e-10 1.97818215e-12 7.25768558e-15 -9.82897399e-12 2.18181214e-08
4.60000000e+02 2.75546015e-10 1.95456319e-12 7.28376066e-15 -9.86992362e-12 2.17524774e-08
4.61000000e+02 2.76982171e-10 1.93089357e-12 7.30993420e-15 -9.90598439e-12 2.16871181e-08
4.62000000e+02 2.78425913e-10 1.90720302e-12 7.33620378e-15 -9.93745779e-12 2.16220368e-08
4.63000000e+02 2.79873263e-10 1.88350128e-12 7.36256695e-15 -9.96414521e-12 2.15572398e-08
4.64000000e+02 2.81327241e-10 1.85979807e-12 7.38902119e-15 -9.98614802e-12 2.14927207e-08
4.65000000e+02 2.82783867e-10 1.83611311e-12 7.41556398e-15 -1.00034675e-11 2.14284781e-08
4.66000000e+02 2.84245161e-10 1.81245612e-12 7.44219273e-15 -1.00162050e-11 2.13645105e-08
4.67000000e+02 2.85709145e-10 1.78884679e-12 7.46890481e-15 -1.00242617e-11 2.13008191e-08
4.68000000e+02 2.87173839e-10 1.76529483e-12 7.49569758e-15 -1.00277387e-11 2.12373974e-08
4.69000000e+02 2.88639263e-10 1.74180991e-12 7.52256835e-15 -1.00266371e-11 2.11742517e-08
4.70000000e+02 2.90103438e-10 1.71840172e-12 7.54951438e-15 -1.00209580e-11 2.11113754e-08
4.71000000e+02 2.91564384e-10 1.69508994e-12 7.57653292e-15 -1.00106023e-11 2.10487672e-08
4.72000000e+02 2.93022122e-10 1.67189423e-12 7.60362118e-15 -9.99577104e-12 2.09864257e-08
4.73000000e+02 2.94474672e-10 1.64881425e-12 7.63077632e-15 -9.97626501e-12 2.09243519e-08
4.74000000e+02 2.95922054e-10 1.62585964e-12 7.65799549e-15 -9.95238503e-12 2.08625396e-08
4.75000000e+02 2.97363289e-10 1.60306007e-12 7.68527580e-15 -9.92393185e-12 2.08009948e-08
4.76000000e+02 2.98798396e-10 1.58042516e-12 7.71261431e-15 -9.89100615e-12 2.07397111e-08
4.77000000e+02 3.00225397e-10 1.55795456e-12 7.74000808e-15 -9.85370854e-12 2.06786871e-08
4.78000000e+02 3.01645311e-10 1.53567787e-12 7.76745409e-15 -9.81203959e-12 2.06179214e-08
4.79000000e+02 3.03058158e-10 1.51360474e-12 7.79494933e-15 -9.76613977e-12 2.05574176e-08
4.80000000e+02 3.04460959e-10 1.49175476e-12 7.82249073e-15 -9.71592952e-12 2.04971619e-08
4.81000000e+02 3.05855734e-10 1.47011756e-12 7.85007520e-15 -9.66150918e-12 2.04371678e-08
4.82000000e+02 3.07238502e-10 1.44873272e-12 7.87769959e-15 -9.60291904e-12 2.03774264e-08
4.83000000e+02 3.08610284e-10 1.42759986e-12 7.90536075e-15 -9.54020932e-12 2.03179364e-08
4.84000000e+02 3.09969100e-10 1.40673856e-12 7.93305546e-15 -9.47343017e-12 2.02586963e-08
4.85000000e+02 3.11312970e-10 1.38615841e-12 7.96078048e-15 -9.40262166e-12 2.01997048e-08
4.86000000e+02 3.12642915e-10 1.36586899e-12 7.98853253e-15 -9.32784380e-12 2.01409654e-08
4.87000000e+02 3.13956954e-10 1.34587988e-12 8.01630828e-15 -9.24913653e-12 2.00824645e-08
4.88000000e+02 3.15254108e-10 1.32622066e-12 8.04410438e-15 -9.16656972e-12 2.00242153e-08
4.89000000e+02 3.16535398e-10 1.30688089e-12 8.07191743e-15 -9.08021314e-12 1.99662090e-08
4.90000000e+02 3.17798842e-10 1.28789014e-12 8.09974400e-15 -8.99012652e-12 1.99084444e-08
4.91000000e+02 3.19044463e-10 1.26925797e-12 8.12758060e-15 -8.89638951e-12 1.98509200e-08
4.92000000e+02 3.20272280e-10 1.25098394e-12 8.15542372e-15 -8.79905167e-12 1.97936345e-08
4.93000000e+02 3.21482315e-10 1.23308761e-12 8.18326981e-15 -8.69820249e-12 1.97365865e-08
4.94000000e+02 3.22673587e-10 1.21558852e-12 8.21111528e-15 -8.59388141e-12 1.96797768e-08
4.95000000e+02 3.23845118e-10 1.19849622e-12 8.23895648e-15 -8.48618776e-12 1.96232042e-08
4.96000000e+02 3.24996929e-10 1.18181026e-12 8.26678977e-15 -8.37517081e-12 1.95668649e-08
4.97000000e+02 3.26127040e-10 1.16555019e-12 8.29461142e-15 -8.26090976e-12 1.95107528e-08
4.98000000e+02 3.27235472e-10 1.14972554e-12 8.32241770e-15 -8.14348373e-12 1.94548805e-08
4.99000000e+02 3.28321246e-10 1.13434585e-12 8.35020485e-15 -8.02296176e-12 1.93992326e-08
