# L TT EE BB TE PP
2.54900000e+03 9.38223800e-12 3.97878127e-13 4.33219991e-15 -4.82424485e-13 1.46166637e-09
2.55000000e+03 9.36349739e-12 3.97641560e-13 4.32794762e-15 -4.84797363e-13 1.46073308e-09
2.55100000e+03 9.34499865e-12 3.97385662e-13 4.32370361e-15 -4.87171849e-13 1.45980041e-09
2.55200000e+03 9.32674326e-12 3.97110506e-13 4.31946790e-15 -4.89544339e-13 1.45886907e-09
2.55300000e+03 9.30872279e-12 3.96816156e-13 4.31524050e-15 -4.91916224e-13 1.45793869e-09
2.55400000e+03 9.29093886e-12 3.96502670e-13 4.31102140e-15 -4.94283888e-13 1.45700894e-09
2.55500000e+03 9.27339316e-12 3.96169096e-13 4.30681061e-15 -4.96646707e-13 1.45608050e-09
2.55600000e+03 9.25606741e-12 3.95817471e-13 4.30260814e-15 -4.99004053e-13 1.45515303e-09
2.55700000e+03 9.23899344e-12 3.95445828e-13 4.29841400e-15 -5.01354285e-13 1.45422653e-09
2.55800000e+03 9.22213310e-12 3.95055187e-13 4.29422819e-15 -5.03694756e-13 1.45330064e-09
2.55900000e+03 9.20550829e-12 3.94645564e-13 4.29005073e-15 -5.06026809e-13 1.45237607e-09
2.56000000e+03 9.18912098e-12 3.94215963e-13 4.28588161e-15 -5.08346779e-13 1.45145245e-09
2.56100000e+03 9.17294318e-12 3.93767381e-13 4.28172085e-15 -5.10653988e-13 1.45052980e-09
2.56200000e+03 9.15699696e-12 3.93298807e-13 4.27756845e-15 -5.12948750e-13 1.44960775e-09
2.56300000e+03 9.14126443e-12 3.92811220e-13 4.27342443e-15 -5.15227364e-13 1.44868701e-09
2.56400000e+03 9.12574774e-12 3.92303594e-13 4.26928879e-15 -5.17490122e-13 1.44776723e-09
2.56500000e+03 9.11043910e-12 3.91775891e-13 4.26516154e-15 -5.19735302e-13 1.44684806e-09
2.56600000e+03 9.09534075e-12 3.91229067e-13 4.26104271e-15 -5.21961167e-13 1.44593018e-09
2.56700000e+03 9.08045499e-12 3.90662070e-13 4.25693229e-15 -5.24166970e-13 1.44501326e-09
2.56800000e+03 9.06577417e-12 3.90076839e-13 4.25283030e-15 -5.26351950e-13 1.44409728e-09
2.56900000e+03 9.05130066e-12 3.89471305e-13 4.24873675e-15 -5.28515331e-13 1.44318191e-09
2.57000000e+03 9.03701689e-12 3.88847393e-13 4.24465166e-15 -5.30655324e-13 1.44226784e-09
2.57100000e+03 9.02294533e-12 3.88205017e-13 4.24057504e-15 -5.32771124e-13 1.44135470e-09
2.57200000e+03 9.00905851e-12 3.87543086e-13 4.23650690e-15 -5.34861911e-13 1.44044252e-09
2.57300000e+03 8.99536899e-12 3.86863499e-13 4.23244726e-15 -5.36925849e-13 1.43953093e-09
2.57400000e+03 8.98187938e-12 3.86166149e-13 4.22839612e-15 -5.38963088e-13 1.43862063e-09
2.57500000e+03 8.96856233e-12 3.85449922e-13 4.22435350e-15 -5.40971759e-13 1.43771127e-09
2.57600000e+03 8.95544055e-12 3.84716693e-13 4.22031941e-15 -5.42950978e-13 1.43680250e-09
2.57700000e+03 8.94248678e-12 3.83964335e-13 4.21629386e-15 -5.44899843e-13 1.43589502e-09
2.57800000e+03 8.92971384e-12 3.83194708e-13 4.21227685e-15 -5.46816435e-13 1.43498847e-09
2.57900000e+03 8.91711455e-12 3.82407670e-13 4.20826841e-15 -5.48700815e-13 1.43408285e-09
2.58000000e+03 8.90468183e-12 3.81603067e-13 4.20426852e-15 -5.50552028e-13 1.43317783e-09
2.58100000e+03 8.89240861e-12 3.80780742e-13 4.20027721e-15 -5.52368100e-13 1.43227408e-09
2.58200000e+03 8.88029790e-12 3.79941529e-13 4.19629446e-15 -5.54149038e-13 1.43137126e-09
2.58300000e+03 8.86835274e-12 3.79085256e-13 4.19232028e-15 -5.55892828e-13 1.43046937e-09
2.58400000e+03 8.85655624e-12 3.78212743e-13 4.18835467e-15 -5.57600439e-13 1.42956807e-09
2.58500000e+03 8.84491154e-12 3.77322804e-13 4.18439763e-15 -5.59269819e-13 1.42866803e-09
2.58600000e+03 8.83341186e-12 3.76417247e-13 4.18044914e-15 -5.60900894e-13 1.42776892e-09
2.58700000e+03 8.82205044e-12 3.75495874e-13 4.17650920e-15 -5.62490573e-13 1.42687074e-09
2.58800000e+03 8.81084059e-12 3.74557479e-13 4.17257779e-15 -5.64040741e-13 1.42597313e-09
2.58900000e+03 8.79976568e-12 3.73603852e-13 4.16865490e-15 -5.65549264e-13 1.42507679e-09
2.59000000e+03 8.78880912e-12 3.72634773e-13 4.16474052e-15 -5.67015985e-13 1.42418136e-09
2.59100000e+03 8.77799437e-12 3.71651021e-13 4.16083460e-15 -5.68438726e-13 1.42328685e-09
2.59200000e+03 8.76729494e-12 3.70651366e-13 4.15693715e-15 -5.69818289e-13 1.42239293e-09
2.59300000e+03 8.75671439e-12 3.69635573e-13 4.15304811e-15 -5.71152452e-13 1.42150025e-09
2.59400000e+03 8.74625634e-12 3.68606402e-13 4.14916746e-15 -5.72440970e-13 1.42060849e-09
2.59500000e+03 8.73590444e-12 3.67561606e-13 4.14529517e-15 -5.73683577e-13 1.41971764e-09
2.59600000e+03 8.72566239e-12 3.66502933e-13 4.14143119e-15 -5.74878986e-13 1.41882736e-09
2.59700000e+03 8.71552394e-12 3.65430128e-13 4.13757549e-15 -5.76027882e-13 1.41793833e-09
2.59800000e+03 8.70548288e-12 3.64343928e-13 4.13372801e-15 -5.77128933e-13 1.41705021e-09
2.59900000e+03 8.69554303e-12 3.63244066e-13 4.12988870e-15 -5.78181779e-13 1.41616299e-09
2.60000000e+03 8.68569826e-12 3.62131271e-13 4.12605752e-15 -5.79185040e-13 1.41527635e-09
2.60100000e+03 8.67595248e-12 3.61005266e-13 4.12223440e-15 -5.80139311e-13 1.41439094e-09
2.60200000e+03 8.66627967e-12 3.59867766e-13 4.11841928e-15 -5.81043167e-13 1.41350644e-09
2.60300000e+03 8.65670382e-12 3.58718483e-13 4.11461210e-15 -5.81897163e-13 1.41262283e-09
2.60400000e+03 8.64719899e-12 3.57556124e-13 4.11081281e-15 -5.82700827e-13 1.41173979e-09
2.60500000e+03 8.63777923e-12 3.56382391e-13 4.10702132e-15 -5.83451665e-13 1.41085799e-09
2.60600000e+03 8.62841862e-12 3.55196982e-13 4.10323756e-15 -5.84152156e-13 1.40997709e-09
2.60700000e+03 8.61913127e-12 3.54000593e-13 4.09946147e-15 -5.84798759e-13 1.40909708e-09
2.60800000e+03 8.60991130e-12 3.52793914e-13 4.09569296e-15 -5.85392906e-13 1.40821763e-09
2.60900000e+03 8.60075281e-12 3.51575632e-13 4.09193196e-15 -5.85933005e-13 1.40733940e-09
2.61000000e+03 8.59164996e-12 3.50346430e-13 4.08817840e-15 -5.86420440e-13 1.40646208e-09
2.61100000e+03 8.58260687e-12 3.49107989e-13 4.08443218e-15 -5.86853571e-13 1.40558564e-09
2.61200000e+03 8.57360768e-12 3.47858986e-13 4.08069322e-15 -5.87232734e-13 1.40471009e-09
2.61300000e+03 8.56465654e-12 3.46600095e-13 4.07696145e-15 -5.87558238e-13 1.40383510e-09
2.61400000e+03 8.55574755e-12 3.45332986e-13 4.07323678e-15 -5.87828370e-13 1.40296133e-09
2.61500000e+03 8.54688485e-12 3.44056327e-13 4.06951912e-15 -5.88043392e-13 1.40208845e-09
2.61600000e+03 8.53806254e-12 3.42770783e-13 4.06580838e-15 -5.88204541e-13 1.40121645e-09
2.61700000e+03 8.52926470e-12 3.41477019e-13 4.06210449e-15 -5.88310031e-13 1.40034500e-09
2.61800000e+03 8.52050540e-12 3.40175693e-13 4.05840735e-15 -5.88361049e-13 1.39947477e-09
2.61900000e+03 8.51176868e-12 3.38865464e-13 4.05471689e-15 -5.88356760e-13 1.39860542e-09
2.62000000e+03 8.50306856e-12 3.37548988e-13 4.05103300e-15 -5.88297304e-13 1.39773695e-09
2.62100000e+03 8.49437903e-12 3.36225919e-13 4.04735562e-15 -5.88182796e-13 1.39686935e-09
2.62200000e+03 8.48571405e-12 3.34894910e-13 4.04368465e-15 -5.88013328e-13 1.39600231e-09
2.62300000e+03 8.47705752e-12 3.33558611e-13 4.04002001e-15 -5.87788967e-13 1.39513647e-09
2.62400000e+03 8.46842334e-12 3.32215670e-13 4.03636163e-15 -5.87508755e-13 1.39427151e-09
2.62500000e+03 8.45978535e-12 3.30866737e-13 4.03270942e-15 -5.87174712e-13 1.39340742e-09
2.62600000e+03 8.45115735e-12 3.29513456e-13 4.02906329e-15 -5.86783834e-13 1.39254387e-09
2.62700000e+03 8.44253310e-12 3.28153474e-13 4.02542319e-15 -5.86338091e-13 1.39168153e-09
2.62800000e+03 8.43389630e-12 3.26789435e-13 4.02178902e-15 -5.85837432e-13 1.39082005e-09
2.62900000e+03 8.42526062e-12 3.25420983e-13 4.01816071e-15 -5.85281781e-13 1.38995945e-09
2.63000000e+03 8.41659967e-12 3.24047760e-13 4.01453819e-15 -5.84670039e-13 1.38909971e-09
2.63100000e+03 8.40793702e-12 3.22670409e-13 4.01092140e-15 -5.84004084e-13 1.38824051e-09
2.63200000e+03 8.39925618e-12 3.21290573e-13 4.00731025e-15 -5.83284771e-13 1.38738250e-09
2.63300000e+03 8.39056061e-12 3.19906892e-13 4.00370469e-15 -5.82511930e-13 1.38652536e-09
2.63400000e+03 8.38183372e-12 3.18521008e-13 4.00010464e-15 -5.81685372e-13 1.38566908e-09
2.63500000e+03 8.37309886e-12 3.17133565e-13 3.99651005e-15 -5.80805882e-13 1.38481366e-09
2.63600000e+03 8.36432934e-12 3.15744202e-13 3.99292084e-15 -5.79874225e-13 1.38395877e-09
2.63700000e+03 8.35553839e-12 3.14353564e-13 3.98933697e-15 -5.78891142e-13 1.38310508e-09
2.63800000e+03 8.34670922e-12 3.12961292e-13 3.98575837e-15 -5.77855353e-13 1.38225224e-09
2.63900000e+03 8.33785496e-12 3.11569031e-13 3.98218498e-15 -5.76768556e-13 1.38140025e-09
2.64000000e+03 8.32894870e-12 3.10175424e-13 3.97861675e-15 -5.75630427e-13 1.38054912e-09
2.64100000e+03 8.32001346e-12 3.08782117e-13 3.97505363e-15 -5.74440622e-13 1.37969852e-09
2.64200000e+03 8.31102224e-12 3.07388755e-13 3.97149555e-15 -5.73199773e-13 1.37884910e-09
2.64300000e+03 8.30198795e-12 3.05994987e-13 3.96794247e-15 -5.71908495e-13 1.37800053e-09
2.64400000e+03 8.29289347e-12 3.04602461e-13 3.96439433e-15 -5.70567379e-13 1.37715281e-09
2.64500000e+03 8.28374162e-12 3.03210828e-13 3.96085108e-15 -5.69175998e-13 1.37630561e-09
2.64600000e+03 8.27453519e-12 3.01819738e-13 3.95731267e-15 -5.67735902e-13 1.37545958e-09
2.64700000e+03 8.26527688e-12 3.00430845e-13 3.95377906e-15 -5.66246624e-13 1.37461441e-09
2.64800000e+03 8.25593938e-12 2.99043805e-13 3.95025019e-15 -5.64709677e-13 1.37377008e-09
2.64900000e+03 8.24654532e-12 2.97659275e-13 3.94672600e-15 -5.63124552e-13 1.37292659e-09
2.65000000e+03 8.23707727e-12 2.96276914e-13 3.94320647e-15 -5.61492725e-13 1.37208394e-09
2.65100000e+03 8.22754777e-12 2.94897384e-13 3.93969152e-15 -5.59813648e-13 1.37124181e-09
2.65200000e+03 8.21792933e-12 2.93521348e-13 3.93618111e-15 -5.58088749e-13 1.37040085e-09
2.65300000e+03 8.20823443e-12 2.92148469e-13 3.93267520e-15 -5.56317438e-13 1.36956073e-09
2.65400000e+03 8.19845548e-12 2.90778416e-13 3.92917372e-15 -5.54500105e-13 1.36872145e-09
2.65500000e+03 8.18859488e-12 2.89412859e-13 3.92567663e-15 -5.52639122e-13 1.36788300e-09
2.65600000e+03 8.17864496e-12 2.88051470e-13 3.92218388e-15 -5.50731847e-13 1.36704506e-09
2.65700000e+03 8.16859800e-12 2.86693926e-13 3.91869540e-15 -5.48781617e-13 1.36620828e-09
2.65800000e+03 8.15845628e-12 2.85341906e-13 3.91521115e-15 -5.46786756e-13 1.36537234e-09
2.65900000e+03 8.14822198e-12 2.83994091e-13 3.91173107e-15 -5.44750569e-13 1.36453723e-09
2.66000000e+03 8.13788727e-12 2.82652168e-13 3.90825511e-15 -5.42671348e-13 1.36370295e-09
2.66100000e+03 8.12746427e-12 2.81315826e-13 3.90478320e-15 -5.40552367e-13 1.36286918e-09
2.66200000e+03 8.11693506e-12 2.79984757e-13 3.90131528e-15 -5.38391886e-13 1.36203656e-09
2.66300000e+03 8.10631167e-12 2.78660656e-13 3.89785130e-15 -5.36193151e-13 1.36120477e-09
2.66400000e+03 8.09559609e-12 2.77342225e-13 3.89439120e-15 -5.33955392e-13 1.36037381e-09
2.66500000e+03 8.08477025e-12 2.76031166e-13 3.89093490e-15 -5.31680826e-13 1.35954367e-09
2.66600000e+03 8.07383605e-12 2.74727188e-13 3.88748235e-15 -5.29367656e-13 1.35871436e-09
2.66700000e+03 8.06280533e-12 2.73430001e-13 3.88403348e-15 -5.27019071e-13 1.35788555e-09
2.66800000e+03 8.05166990e-12 2.72140322e-13 3.88058822e-15 -5.24634249e-13 1.35705789e-09
2.66900000e+03 8.04042150e-12 2.70858872e-13 3.87714651e-15 -5.22215355e-13 1.35623104e-09
2.67000000e+03 8.02906184e-12 2.69584373e-13 3.87370828e-15 -5.19760539e-13 1.35540502e-09
2.67100000e+03 8.01759255e-12 2.68318555e-13 3.87027346e-15 -5.17272943e-13 1.35457982e-09
2.67200000e+03 8.00601524e-12 2.67061152e-13 3.86684198e-15 -5.14751696e-13 1.35375511e-09
2.67300000e+03 7.99432143e-12 2.65811901e-13 3.86341377e-15 -5.12198917e-13 1.35293154e-09
2.67400000e+03 7.98251262e-12 2.64571544e-13 3.85998875e-15 -5.09615713e-13 1.35210879e-09
2.67500000e+03 7.97059023e-12 2.63339830e-13 3.85656686e-15 -5.07001181e-13 1.35128685e-09
2.67600000e+03 7.95855562e-12 2.62116509e-13 3.85314803e-15 -5.04357410e-13 1.35046573e-09
2.67700000e+03 7.94640010e-12 2.60904340e-13 3.84973217e-15 -5.01685478e-13 1.34964542e-09
2.67800000e+03 7.93413490e-12 2.59700083e-13 3.84631923e-15 -4.98985454e-13 1.34882560e-09
2.67900000e+03 7.92176122e-12 2.58506507e-13 3.84290913e-15 -4.96259401e-13 1.34800691e-09
2.68000000e+03 7.90926014e-12 2.57323382e-13 3.83950179e-15 -4.93507371e-13 1.34718903e-09
2.68100000e+03 7.89665273e-12 2.56149487e-13 3.83609715e-15 -4.90729410e-13 1.34637196e-09
2.68200000e+03 7.88391996e-12 2.54986604e-13 3.83269514e-15 -4.87927556e-13 1.34555570e-09
2.68300000e+03 7.87106272e-12 2.53833521e-13 3.82929569e-15 -4.85102840e-13 1.34474024e-09
2.68400000e+03 7.85809186e-12 2.52691030e-13 3.82589872e-15 -4.82255287e-13 1.34392527e-09
2.68500000e+03 7.84499813e-12 2.51559931e-13 3.82250419e-15 -4.79384917e-13 1.34311142e-09
2.68600000e+03 7.83178222e-12 2.50440028e-13 3.81911201e-15 -4.76494743e-13 1.34229837e-09
2.68700000e+03 7.81845473e-12 2.49331130e-13 3.81572213e-15 -4.73584772e-13 1.34148613e-09
2.68800000e+03 7.80499620e-12 2.48233052e-13 3.81233448e-15 -4.70656009e-13 1.34067469e-09
2.68900000e+03 7.79142708e-12 2.47146616e-13 3.80894900e-15 -4.67708453e-13 1.33986404e-09
2.69000000e+03 7.77773775e-12 2.46072647e-13 3.80556564e-15 -4.64745098e-13 1.33905388e-09
2.69100000e+03 7.76393851e-12 2.45009978e-13 3.80218434e-15 -4.61765938e-13 1.33824483e-09
2.69200000e+03 7.75001957e-12 2.43959446e-13 3.79880504e-15 -4.58771960e-13 1.33743658e-09
2.69300000e+03 7.73598108e-12 2.42920896e-13 3.79542769e-15 -4.55764151e-13 1.33662912e-09
2.69400000e+03 7.72183308e-12 2.41895177e-13 3.79205225e-15 -4.52743495e-13 1.33582246e-09
2.69500000e+03 7.70756557e-12 2.40881144e-13 3.78867867e-15 -4.49710973e-13 1.33501659e-09
2.69600000e+03 7.69317842e-12 2.39879658e-13 3.78530690e-15 -4.46666566e-13 1.33421151e-09
2.69700000e+03 7.67868147e-12 2.38891587e-13 3.78193689e-15 -4.43611254e-13 1.33340690e-09
2.69800000e+03 7.66406445e-12 2.37915803e-13 3.77856862e-15 -4.40547015e-13 1.33260340e-09
2.69900000e+03 7.64933702e-12 2.36952186e-13 3.77520204e-15 -4.37473829e-13 1.33180069e-09
2.70000000e+03 7.63447875e-12 2.36001620e-13 3.77183711e-15 -4.34392675e-13 1.33099877e-09
2.70100000e+03 7.61951916e-12 2.35063997e-13 3.76847382e-15 -4.31304530e-13 1.33019763e-09
2.70200000e+03 7.60442766e-12 2.34139214e-13 3.76511212e-15 -4.28210365e-13 1.32939728e-09
2.70300000e+03 7.58923361e-12 2.33228176e-13 3.76175199e-15 -4.25111150e-13 1.32859739e-09
2.70400000e+03 7.57391628e-12 2.32329793e-13 3.75839340e-15 -4.22006858e-13 1.32779861e-09
2.70500000e+03 7.55848488e-12 2.31444981e-13 3.75503634e-15 -4.18900463e-13 1.32700061e-09
2.70600000e+03 7.54292853e-12 2.30572663e-13 3.75168078e-15 -4.15789943e-13 1.32620339e-09
2.70700000e+03 7.52726631e-12 2.29714765e-13 3.74832670e-15 -4.12678276e-13 1.32540695e-09
2.70800000e+03 7.51148720e-12 2.28870224e-13 3.74497410e-15 -4.09566446e-13 1.32461128e-09
2.70900000e+03 7.49560013e-12 2.28037979e-13 3.74162295e-15 -4.06453441e-13 1.32381640e-09
2.71000000e+03 7.47959396e-12 2.27219976e-13 3.73827324e-15 -4.03342252e-13 1.32302198e-09
2.71100000e+03 7.46347749e-12 2.26416168e-13 3.73492497e-15 -4.00231873e-13 1.32222865e-09
2.71200000e+03 7.44725945e-12 2.25624514e-13 3.73157813e-15 -3.97125307e-13 1.32143609e-09
2.71300000e+03 7.43091853e-12 2.24846978e-13 3.72823270e-15 -3.94021558e-13 1.32064431e-09
2.71400000e+03 7.41448334e-12 2.24083530e-13 3.72488870e-15 -3.90921637e-13 1.31985331e-09
2.71500000e+03 7.39793245e-12 2.23334147e-13 3.72154610e-15 -3.87827564e-13 1.31906307e-09
2.71600000e+03 7.38127436e-12 2.22596812e-13 3.71820492e-15 -3.84739360e-13 1.31827361e-09
2.71700000e+03 7.36450755e-12 2.21874513e-13 3.71486514e-15 -3.81657057e-13 1.31748460e-09
2.71800000e+03 7.34763041e-12 2.21165243e-13 3.71152677e-15 -3.78581691e-13 1.31669668e-09
2.71900000e+03 7.33065131e-12 2.20469004e-13 3.70818981e-15 -3.75515308e-13 1.31590952e-09
2.72000000e+03 7.31355856e-12 2.19786802e-13 3.70485426e-15 -3.72456960e-13 1.31512314e-09
2.72100000e+03 7.29636045e-12 2.19117648e-13 3.70152013e-15 -3.69408707e-13 1.31433751e-09
2.72200000e+03 7.27906519e-12 2.18462561e-13 3.69818741e-15 -3.66370619e-13 1.31355266e-09
2.72300000e+03 7.26167097e-12 2.17820564e-13 3.69485610e-15 -3.63343773e-13 1.31276857e-09
2.72400000e+03 7.24418595e-12 2.17192685e-13 3.69152622e-15 -3.60329256e-13 1.31198524e-09
2.72500000e+03 7.22659823e-12 2.16577962e-13 3.68819777e-15 -3.57327164e-13 1.31120236e-09
2.72600000e+03 7.20892590e-12 2.15976433e-13 3.68487074e-15 -3.54338603e-13 1.31042056e-09
2.72700000e+03 7.19116699e-12 2.15388147e-13 3.68154515e-15 -3.51365688e-13 1.30963952e-09
2.72800000e+03 7.17331951e-12 2.14813153e-13 3.67822099e-15 -3.48406545e-13 1.30885923e-09
2.72900000e+03 7.15539144e-12 2.14251511e-13 3.67489828e-15 -3.45464312e-13 1.30807971e-09
2.73000000e+03 7.13738072e-12 2.13703283e-13 3.67157701e-15 -3.42539135e-13 1.30730094e-09
2.73100000e+03 7.11928527e-12 2.13168538e-13 3.66825718e-15 -3.39630173e-13 1.30652293e-09
2.73200000e+03 7.10111297e-12 2.12646350e-13 3.66493881e-15 -3.36739596e-13 1.30574567e-09
2.73300000e+03 7.08286169e-12 2.12136798e-13 3.66162189e-15 -3.33867587e-13 1.30496886e-09
2.73400000e+03 7.06452925e-12 2.11640966e-13 3.65830643e-15 -3.31015338e-13 1.30419312e-09
2.73500000e+03 7.04612346e-12 2.11156944e-13 3.65499242e-15 -3.28182057e-13 1.30341812e-09
2.73600000e+03 7.02764210e-12 2.10686828e-13 3.65167988e-15 -3.25369962e-13 1.30264388e-09
2.73700000e+03 7.00909292e-12 2.10228717e-13 3.64836881e-15 -3.22579285e-13 1.30187039e-09
2.73800000e+03 6.99047365e-12 2.09782716e-13 3.64505920e-15 -3.19810269e-13 1.30109765e-09
2.73900000e+03 6.97179199e-12 2.09348937e-13 3.64175106e-15 -3.17063174e-13 1.30032566e-09
2.74000000e+03 6.95304563e-12 2.08928493e-13 3.63844439e-15 -3.14340269e-13 1.29955441e-09
2.74100000e+03 6.93424222e-12 2.08519505e-13 3.63513919e-15 -3.11639841e-13 1.29878360e-09
2.74200000e+03 6.91536940e-12 2.08123097e-13 3.63183547e-15 -3.08964188e-13 1.29801385e-09
2.74300000e+03 6.89644477e-12 2.07739399e-13 3.62853322e-15 -3.06313623e-13 1.29724484e-09
2.74400000e+03 6.87746593e-12 2.07366546e-13 3.62523245e-15 -3.03688475e-13 1.29647658e-09
2.74500000e+03 6.85843045e-12 2.07005674e-13 3.62193316e-15 -3.01088085e-13 1.29570906e-09
2.74600000e+03 6.83934585e-12 2.06656929e-13 3.61863536e-15 -2.98515810e-13 1.29494228e-09
2.74700000e+03 6.82020968e-12 2.06318457e-13 3.61533904e-15 -2.95969023e-13 1.29417624e-09
2.74800000e+03 6.80101942e-12 2.05992410e-13 3.61204421e-15 -2.93450111e-13 1.29341094e-09
2.74900000e+03 6.78178257e-12 2.05677944e-13 3.60875088e-15 -2.90959475e-13 1.29264639e-09
2.75000000e+03 6.76250656e-12 2.05374220e-13 3.60545904e-15 -2.88497535e-13 1.29188226e-09
2.75100000e+03 6.74317884e-12 2.05080402e-13 3.60216871e-15 -2.86063722e-13 1.29111917e-09
2.75200000e+03 6.72382679e-12 2.04798661e-13 3.59887988e-15 -2.83659483e-13 1.29035682e-09
2.75300000e+03 6.70443775e-12 2.04527170e-13 3.59559257e-15 -2.81285276e-13 1.28959521e-09
2.75400000e+03 6.68500906e-12 2.04266109e-13 3.59230679e-15 -2.78941580e-13 1.28883433e-09
2.75500000e+03 6.66555803e-12 2.04016658e-13 3.58902253e-15 -2.76628886e-13 1.28807419e-09
2.75600000e+03 6.64608196e-12 2.03776004e-13 3.58573982e-15 -2.74346703e-13 1.28731478e-09
2.75700000e+03 6.62658813e-12 2.03546335e-13 3.58245866e-15 -2.72096557e-13 1.28655609e-09
2.75800000e+03 6.60706379e-12 2.03325844e-13 3.57917906e-15 -2.69877989e-13 1.28579814e-09
2.75900000e+03 6.58751618e-12 2.03115728e-13 3.57590104e-15 -2.67692559e-13 1.28504062e-09
2.76000000e+03 6.56795254e-12 2.02915185e-13 3.57262461e-15 -2.65538842e-13 1.28428412e-09
2.76100000e+03 6.54837007e-12 2.02723418e-13 3.56934979e-15 -2.63418430e-13 1.28352836e-09
2.76200000e+03 6.52876598e-12 2.02541632e-13 3.56607659e-15 -2.61330932e-13 1.28277332e-09
2.76300000e+03 6.50915744e-12 2.02369036e-13 3.56280504e-15 -2.59277975e-13 1.28201901e-09
2.76400000e+03 6.48953162e-12 2.02204842e-13 3.55953514e-15 -2.57258202e-13 1.28126543e-09
2.76500000e+03 6.46989569e-12 2.02049263e-13 3.55626693e-15 -2.55273273e-13 1.28051257e-09
2.76600000e+03 6.45025680e-12 2.01902517e-13 3.55300042e-15 -2.53321865e-13 1.27976043e-09
2.76700000e+03 6.43061209e-12 2.01764823e-13 3.54973564e-15 -2.51404675e-13 1.27900901e-09
2.76800000e+03 6.41096870e-12 2.01634404e-13 3.54647262e-15 -2.49523412e-13 1.27825832e-09
2.76900000e+03 6.39132374e-12 2.01512483e-13 3.54321137e-15 -2.47676808e-13 1.27750804e-09
2.77000000e+03 6.37168436e-12 2.01398288e-13 3.53995194e-15 -2.45864608e-13 1.27675879e-09
2.77100000e+03 6.35204766e-12 2.01292047e-13 3.53669434e-15 -2.44088577e-13 1.27601025e-09
2.77200000e+03 6.33242077e-12 2.01192992e-13 3.53343862e-15 -2.42347494e-13 1.27526244e-09
2.77300000e+03 6.31280081e-12 2.01101357e-13 3.53018479e-15 -2.40642160e-13 1.27451534e-09
2.77400000e+03 6.29319489e-12 2.01016375e-13 3.52693290e-15 -2.38972390e-13 1.27376895e-09
2.77500000e+03 6.27360015e-12 2.00938284e-13 3.52368298e-15 -2.37338017e-13 1.27302328e-09
2.77600000e+03 6.25401371e-12 2.00867322e-13 3.52043506e-15 -2.35740891e-13 1.27227833e-09
2.77700000e+03 6.23444270e-12 2.00802731e-13 3.51718918e-15 -2.34178880e-13 1.27153409e-09
2.77800000e+03 6.21490427e-12 2.00744750e-13 3.51394538e-15 -2.32653869e-13 1.27079056e-09
2.77900000e+03 6.19537557e-12 2.00692624e-13 3.51070370e-15 -2.31163759e-13 1.27004775e-09
2.78000000e+03 6.17587376e-12 2.00646597e-13 3.50746417e-15 -2.29710471e-13 1.26930534e-09
2.78100000e+03 6.15640603e-12 2.00605915e-13 3.50422684e-15 -2.28292939e-13 1.26856394e-09
2.78200000e+03 6.13696955e-12 2.00570823e-13 3.50099175e-15 -2.26911118e-13 1.26782326e-09
2.78300000e+03 6.11756153e-12 2.00541570e-13 3.49775894e-15 -2.25565977e-13 1.26708328e-09
2.78400000e+03 6.09819921e-12 2.00516405e-13 3.49452845e-15 -2.24257104e-13 1.26634401e-09
2.78500000e+03 6.07886982e-12 2.00497577e-13 3.49130032e-15 -2.22983801e-13 1.26560544e-09
2.78600000e+03 6.05957062e-12 2.00482335e-13 3.48807459e-15 -2.21746491e-13 1.26486758e-09
2.78700000e+03 6.04032891e-12 2.00472932e-13 3.48485132e-15 -2.20545109e-13 1.26413042e-09
2.78800000e+03 6.02112198e-12 2.00466617e-13 3.48163054e-15 -2.19379710e-13 1.26339397e-09
2.78900000e+03 6.00195717e-12 2.00465642e-13 3.47841230e-15 -2.18250163e-13 1.26265822e-09
2.79000000e+03 5.98284184e-12 2.00467259e-13 3.47519664e-15 -2.17156455e-13 1.26192317e-09
2.79100000e+03 5.96378338e-12 2.00473721e-13 3.47198360e-15 -2.16098589e-13 1.26118883e-09
2.79200000e+03 5.94476920e-12 2.00483280e-13 3.46877323e-15 -2.15076282e-13 1.26045518e-09
2.79300000e+03 5.92580674e-12 2.00496187e-13 3.46556558e-15 -2.14089470e-13 1.25972193e-09
2.79400000e+03 5.90690348e-12 2.00512694e-13 3.46236068e-15 -2.13137904e-13 1.25898968e-09
2.79500000e+03 5.88805692e-12 2.00531054e-13 3.45915858e-15 -2.12221548e-13 1.25825813e-09
2.79600000e+03 5.86927461e-12 2.00553518e-13 3.45595932e-15 -2.11340185e-13 1.25752727e-09
2.79700000e+03 5.85054411e-12 2.00577338e-13 3.45276294e-15 -2.10493812e-13 1.25679711e-09
2.79800000e+03 5.83187302e-12 2.00604763e-13 3.44956950e-15 -2.09682241e-13 1.25606764e-09
2.79900000e+03 5.81327900e-12 2.00633044e-13 3.44637902e-15 -2.08905000e-13 1.25533887e-09
2.80000000e+03 5.79473971e-12 2.00664431e-13 3.44319155e-15 -2.08162130e-13 1.25461078e-09
2.80100000e+03 5.77627286e-12 2.00697172e-13 3.44000713e-15 -2.07453390e-13 1.25388339e-09
2.80200000e+03 5.75788620e-12 2.00730515e-13 3.43682581e-15 -2.06778457e-13 1.25315670e-09
